Id,SalePrice
1646,156478.11
1647,155870.8
1648,126084.55
1649,138657.75
1650,110831.77
1651,122713.64
1652,92832.695
1653,95175.54
1654,149291.48
1655,155604.28
1656,146643.81
1657,151737.56
1658,147840.62
1659,141027.44
1660,144285.7
1661,462077.38
1662,365412.4
1663,374789.44
1664,462377.84
1665,326717.22
1666,302937.88
1667,356892.16
1668,339986.1
1669,295561.47
1670,333077.53
1671,262823.62
1672,483967.9
1673,293226.47
1674,249179.66
1675,184532.2
1676,191542.6
1677,221339.83
1678,461264.53
1679,380033.5
1680,324524.38
1681,261258.3
1682,294828.94
1683,177212.88
1684,171507.62
1685,176814.88
1686,165405.36
1687,165830.89
1688,183720.77
1689,184824.4
1690,186000.83
1691,178939.34
1692,258771.11
1693,164340.77
1694,184394.06
1695,166920.23
1696,274396.66
1697,177784.48
1698,360806.38
1699,352840.38
1700,261877.88
1701,250161.9
1702,247462.69
1703,251124.83
1704,292542.9
1705,245200.97
1706,471352.6
1707,228915.89
1708,224480.0
1709,274408.94
1710,228095.44
1711,260783.08
1712,229006.84
1713,250020.55
1714,222972.14
1715,208694.73
1716,185615.45
1717,169148.08
1718,134864.86
1719,197252.7
1720,262988.2
1721,167509.53
1722,128089.625
1723,153853.4
1724,212846.58
1725,232265.22
1726,187164.16
1727,165467.27
1728,185007.78
1729,164524.12
1730,174877.34
1731,119999.54
1732,127552.05
1733,116079.57
1734,114448.82
1735,131616.48
1736,118187.3
1737,363247.06
1738,215362.75
1739,263170.06
1740,221223.95
1741,196632.45
1742,177242.5
1743,173968.95
1744,299722.2
1745,250391.38
1746,262067.81
1747,218894.45
1748,209597.31
1749,151423.22
1750,136675.86
1751,229722.45
1752,123131.88
1753,134348.58
1754,200682.5
1755,164258.45
1756,131805.77
1757,124765.32
1758,144124.06
1759,164912.5
1760,160458.52
1761,135115.53
1762,159669.58
1763,169102.12
1764,116561.06
1765,164413.73
1766,170827.36
1767,216300.1
1768,142685.36
1769,159560.48
1770,144486.62
1771,127143.59
1772,135297.5
1773,134455.84
1774,109874.164
1775,134589.8
1776,128054.484
1777,121755.96
1778,136531.45
1779,108001.61
1780,177390.27
1781,131863.88
1782,97810.19
1783,131525.53
1784,96281.664
1785,119733.64
1786,133721.69
1787,180841.38
1788,56916.633
1789,95977.85
1790,90191.78
1791,168511.33
1792,158887.75
1793,134219.34
1794,150330.47
1795,134938.53
1796,122759.79
1797,108526.88
1798,126130.86
1799,117541.586
1800,119715.65
1801,124506.92
1802,140531.45
1803,141976.58
1804,144345.27
1805,136124.67
1806,117311.914
1807,126133.0
1808,121347.37
1809,124381.266
1810,141886.36
1811,110090.65
1812,108100.914
1813,121831.77
1814,87889.984
1815,56683.535
1816,96615.74
1817,116716.46
1818,142201.14
1819,114258.55
1820,67085.51
1821,114786.766
1822,153281.14
1823,45885.37
1824,140052.3
1825,141834.34
1826,98775.21
1827,103381.555
1828,142131.64
1829,108731.67
1830,143143.67
1831,148528.27
1832,96791.9
1833,142563.86
1834,119842.67
1835,145950.67
1836,130653.93
1837,95197.555
1838,129469.55
1839,83973.664
1840,172030.88
1841,148074.03
1842,83577.445
1843,136030.45
1844,142606.33
1845,130864.31
1846,150359.53
1847,152246.73
1848,55376.566
1849,110911.6
1850,123275.695
1851,161771.28
1852,129806.91
1853,130345.86
1854,171150.14
1855,151383.11
1856,226629.77
1857,160355.23
1858,133165.77
1859,119294.01
1860,146358.97
1861,119047.414
1862,249013.62
1863,246225.31
1864,246225.31
1865,306902.3
1866,316356.22
1867,242472.28
1868,308119.16
1869,202253.9
1870,238723.98
1871,250118.31
1872,170312.16
1873,224631.64
1874,144855.58
1875,196354.64
1876,193881.5
1877,211312.31
1878,206803.42
1879,135663.12
1880,137067.3
1881,232097.05
1882,246095.12
1883,201060.5
1884,208093.12
1885,265507.03
1886,308739.84
1887,200606.38
1888,280903.72
1889,153667.31
1890,134928.58
1891,142506.7
1892,108142.24
1893,130968.27
1894,127039.04
1895,144015.52
1896,129840.34
1897,118001.125
1898,103868.55
1899,148185.0
1900,150147.9
1901,183616.34
1902,123821.73
1903,208750.64
1904,140715.86
1905,190095.84
1906,166726.34
1907,212301.61
1908,127452.48
1909,136554.02
1910,123070.45
1911,207451.83
1912,269327.28
1913,149391.62
1914,69199.15
1915,348040.9
1916,57456.176
1917,242258.78
1918,143386.95
1919,166796.25
1920,136432.16
1921,401655.16
1922,318195.97
1923,224455.64
1924,242585.75
1925,224112.23
1926,365314.62
1927,137287.12
1928,165978.83
1929,129272.625
1930,133129.25
1931,137985.23
1932,137474.39
1933,175209.64
1934,181148.36
1935,178533.39
1936,185908.17
1937,179685.61
1938,175213.28
1939,263904.3
1940,203847.62
1941,173864.5
1942,193254.36
1943,193767.58
1944,322645.47
1945,376538.47
1946,161969.73
1947,323268.5
1948,163758.66
1949,259505.08
1950,183478.38
1951,260517.52
1952,243797.83
1953,169842.2
1954,185034.1
1955,126613.17
1956,285941.2
1957,159635.39
1958,319021.53
1959,130850.586
1960,115760.55
1961,115982.14
1962,98154.44
1963,109005.44
1964,111523.29
1965,147052.05
1966,148834.47
1967,317263.53
1968,427526.78
1969,370047.9
1970,434823.72
1971,492160.5
1972,349439.53
1973,260705.88
1974,323777.28
1975,464843.44
1976,279457.28
1977,345580.16
1978,365626.38
1979,313630.34
1980,194304.53
1981,339223.8
1982,248763.36
1983,221866.92
1984,160765.84
1985,219143.52
1986,212370.66
1987,174759.55
1988,180304.83
1989,191278.69
1990,217613.05
1991,249371.64
1992,214881.27
1993,166671.03
1994,232523.08
1995,179041.67
1996,218166.27
1997,344277.25
1998,345629.94
1999,262404.0
2000,300276.44
2001,270010.88
2002,231396.75
2003,239004.06
2004,260915.83
2005,242148.45
2006,233919.89
2007,247270.66
2008,213750.55
2009,195604.22
2010,186833.39
2011,146778.1
2012,176742.28
2013,185580.36
2014,189252.67
2015,199446.7
2016,196468.61
2017,202828.06
2018,117859.414
2019,130483.85
2020,112617.49
2021,111864.99
2022,191813.56
2023,136263.0
2024,224889.02
2025,405787.0
2026,177369.98
2027,151275.05
2028,145478.55
2029,181913.64
2030,275012.1
2031,263764.06
2032,281012.34
2033,255757.22
2034,159653.47
2035,216186.1
2036,177179.6
2037,189088.7
2038,342865.44
2039,205833.98
2040,388123.28
2041,290776.2
2042,211220.31
2043,170808.1
2044,168068.1
2045,224925.5
2046,125037.266
2047,150048.06
2048,139103.5
2049,127294.87
2050,180206.67
2051,103094.11
2052,129831.92
2053,145902.72
2054,87467.12
2055,157737.7
2056,131264.56
2057,117009.08
2058,239913.1
2059,124135.65
2060,167091.66
2061,184574.23
2062,132246.53
2063,114465.75
2064,142437.67
2065,122821.1
2066,174648.19
2067,116257.09
2068,123949.37
2069,79643.34
2070,113905.81
2071,90054.17
2072,126148.14
2073,133435.55
2074,184605.75
2075,147467.38
2076,120472.875
2077,151223.0
2078,131066.3
2079,123389.766
2080,116613.39
2081,112002.71
2082,132174.6
2083,137486.2
2084,108535.625
2085,127587.65
2086,130252.55
2087,114653.55
2088,99351.66
2089,84685.93
2090,133582.11
2091,127153.14
2092,132742.7
2093,130821.98
2094,134267.84
2095,152040.31
2096,81400.53
2097,105590.1
2098,143435.47
2099,64567.08
2100,96139.82
2101,118836.695
2102,131359.75
2103,104354.945
2104,122335.055
2105,134855.58
2106,77104.68
2107,235640.98
2108,121234.016
2109,116214.46
2110,136044.34
2111,153389.03
2112,136997.53
2113,123217.39
2114,105745.46
2115,170274.98
2116,121585.87
2117,151059.66
2118,121146.03
2119,106263.83
2120,114733.34
2121,108791.805
2122,111066.11
2123,80563.98
2124,161162.12
2125,121415.39
2126,161893.16
2127,163457.92
2128,124776.484
2129,103818.125
2130,143485.25
2131,158515.81
2132,112975.945
2133,119767.59
2134,117326.64
2135,106652.15
2136,82358.234
2137,113203.555
2138,132572.38
2139,153559.25
2140,142659.0
2141,148750.16
2142,130861.12
2143,140720.75
2144,119507.914
2145,134191.48
2146,153355.94
2147,152515.75
2148,124807.37
2149,141383.64
2150,251510.66
2151,122595.64
2152,184649.3
2153,161718.33
2154,118153.57
2155,132912.81
2156,248037.28
2157,243314.34
2158,241313.98
2159,211410.3
2160,166770.78
2161,253700.7
2162,352215.44
2163,315099.72
2164,267957.66
2165,183440.45
2166,146649.47
2167,206250.73
2168,217119.98
2169,189298.25
2170,221689.11
2171,143007.67
2172,131248.11
2173,167294.84
2174,232685.27
2175,286321.75
2176,330541.56
2177,237690.0
2178,216437.17
2179,142188.36
2180,212474.08
2181,190374.58
2182,237088.92
2183,192665.33
2184,131504.0
2185,119479.38
2186,149984.47
2187,154291.03
2188,158988.58
2189,198025.08
2190,85074.164
2191,86787.03
2192,96823.03
2193,99220.26
2194,106164.72
2195,107949.82
2196,103470.73
2197,115847.35
2198,158496.17
2199,183878.81
2200,134639.45
2201,133490.05
2202,217996.88
2203,163453.53
2204,193265.42
2205,101557.39
2206,137013.48
2207,224568.64
2208,239779.19
2209,210546.58
2210,132143.8
2211,113646.87
2212,112554.91
2213,110766.516
2214,131906.39
2215,105807.09
2216,137741.45
2217,75249.43
2218,86841.48
2219,73186.09
2220,73249.35
2221,346287.97
2222,268559.9
2223,264514.7
2224,211903.23
2225,119969.484
2226,182252.94
2227,203125.27
2228,286350.75
2229,241724.83
2230,164944.8
2231,208641.38
2232,181605.45
2233,167098.38
2234,278729.53
2235,205310.77
2236,291899.72
2237,367228.1
2238,206739.66
2239,109040.44
2240,157673.62
2241,153743.89
2242,128353.28
2243,121852.055
2244,102600.86
2245,91029.15
2246,148216.33
2247,111320.7
2248,127735.734
2249,127545.914
2250,134146.11
2251,116001.445
2252,183249.62
2253,159043.22
2254,178022.69
2255,192749.44
2256,183283.22
2257,188836.67
2258,168493.7
2259,175809.02
2260,152571.8
2261,177047.06
2262,195544.11
2263,334514.06
2264,446519.56
2265,175763.28
2266,300284.97
2267,387830.56
2268,405492.78
2269,155729.17
2270,179959.0
2271,247199.08
2272,200479.97
2273,166415.83
2274,179405.61
2275,167862.11
2276,184540.27
2277,194819.84
2278,154494.11
2279,126994.52
2280,125667.35
2281,173234.0
2282,179734.75
2283,93955.97
2284,108807.08
2285,145072.75
2286,127127.445
2287,346784.56
2288,268997.5
2289,367361.4
2290,456455.4
2291,318341.66
2292,413482.47
2293,483515.06
2294,397747.7
2295,451744.7
2296,299060.12
2297,328294.06
2298,325136.5
2299,431320.9
2300,333726.72
2301,272035.56
2302,230542.3
2303,236093.95
2304,233691.33
2305,183601.33
2306,180906.16
2307,192169.53
2308,209158.31
2309,287747.94
2310,230842.73
2311,182596.38
2312,179427.33
2313,176923.03
2314,170057.69
2315,173240.53
2316,195322.62
2317,184730.81
2318,183807.45
2319,176985.8
2320,191344.33
2321,262119.9
2322,166360.0
2323,176839.25
2324,169554.1
2325,214003.94
2326,165136.25
2327,215250.02
2328,236446.73
2329,185991.69
2330,176609.98
2331,370072.3
2332,411506.5
2333,298316.78
2334,270761.44
2335,257951.36
2336,317308.97
2337,212809.12
2338,298634.12
2339,227263.12
2340,385115.22
2341,206734.2
2342,248769.19
2343,226267.14
2344,237176.16
2345,229912.4
2346,230312.73
2347,206384.33
2348,243045.92
2349,161155.94
2350,275520.7
2351,241401.17
2352,238635.47
2353,238910.17
2354,132917.11
2355,150593.89
2356,149752.23
2357,195518.5
2358,201105.62
2359,129058.87
2360,120972.73
2361,142748.8
2362,273561.03
2363,131918.53
2364,143975.52
2365,249350.4
2366,180481.05
2367,207790.83
2368,208989.39
2369,208609.39
2370,179123.89
2371,175813.69
2372,181102.88
2373,275001.03
2374,299334.9
2375,259038.6
2376,297095.0
2377,359461.12
2378,142013.48
2379,184296.72
2380,146233.84
2381,148927.69
2382,186991.28
2383,205248.27
2384,250396.36
2385,159867.5
2386,134369.14
2387,137561.19
2388,98624.1
2389,123527.21
2390,139044.33
2391,142135.39
2392,118034.99
2393,162579.36
2394,142639.66
2395,205653.47
2396,146700.03
2397,218413.33
2398,124915.58
2399,48482.03
2400,53921.504
2401,111635.63
2402,137409.56
2403,127531.984
2404,145274.56
2405,166968.2
2406,142879.28
2407,130472.46
2408,143036.02
2409,130192.88
2410,177991.81
2411,120473.05
2412,158241.92
2413,136696.3
2414,135422.97
2415,124028.54
2416,128176.98
2417,131055.586
2418,122412.43
2419,126625.664
2420,127866.305
2421,150704.53
2422,115601.67
2423,128615.51
2424,162580.2
2425,188861.64
2426,125327.875
2427,140398.84
2428,170128.2
2429,114874.54
2430,134015.27
2431,104923.36
2432,140276.75
2433,145698.58
2434,136429.0
2435,148412.8
2436,111200.48
2437,112720.695
2438,119839.75
2439,104566.625
2440,119631.625
2441,100757.25
2442,94448.34
2443,120287.82
2444,136970.89
2445,87380.62
2446,133563.17
2447,210971.55
2448,136919.58
2449,115125.58
2450,155104.05
2451,135767.25
2452,193612.86
2453,101235.83
2454,124834.19
2455,109175.836
2456,140410.89
2457,126777.49
2458,112129.21
2459,104838.41
2460,140209.92
2461,120943.664
2462,148991.98
2463,123662.625
2464,174501.19
2465,131373.55
2466,103280.79
2467,154362.42
2468,78402.39
2469,72017.65
2470,172947.97
2471,198877.45
2472,167638.39
2473,116545.516
2474,91821.96
2475,227648.12
2476,109777.266
2477,126360.05
2478,155968.45
2479,101855.69
2480,142669.42
2481,118748.625
2482,131674.61
2483,114500.74
2484,124332.516
2485,127341.35
2486,152720.0
2487,177998.27
2488,161571.45
2489,142475.33
2490,150518.1
2491,86809.38
2492,181054.72
2493,146384.97
2494,160496.25
2495,81956.34
2496,227840.83
2497,154095.83
2498,108066.45
2499,92611.24
2500,125963.95
2501,143138.0
2502,149969.83
2503,98539.33
2504,197735.48
2505,230480.28
2506,260297.16
2507,295563.94
2508,262280.06
2509,224818.62
2510,231280.84
2511,176877.08
2512,210014.58
2513,216518.42
2514,223736.34
2515,152677.08
2516,161427.75
2517,139892.39
2518,151021.47
2519,217004.84
2520,210063.66
2521,185319.05
2522,227213.11
2523,129095.93
2524,136334.48
2525,145317.06
2526,138235.56
2527,107456.74
2528,121097.97
2529,133882.28
2530,123880.27
2531,228226.6
2532,225041.11
2533,203582.34
2534,241170.03
2535,333909.16
2536,231721.11
2537,224619.98
2538,183541.39
2539,191393.08
2540,178014.36
2541,178682.39
2542,165785.14
2543,123056.664
2544,134284.86
2545,134577.89
2546,134364.7
2547,142339.45
2548,139423.72
2549,169098.53
2550,247224.25
2551,145252.62
2552,126067.55
2553,78206.17
2554,114091.75
2555,122429.34
2556,105767.555
2557,113791.2
2558,161114.22
2559,128937.14
2560,129608.13
2561,140652.92
2562,137303.44
2563,149798.58
2564,179769.2
2565,128718.56
2566,162786.77
2567,123182.43
2568,197407.72
2569,201586.34
2570,130363.24
2571,186357.3
2572,181418.84
2573,248829.39
2574,299455.3
2575,127356.52
2576,126423.89
2577,163176.12
2578,90600.89
2579,88984.08
2580,123731.65
2581,123898.07
2582,114567.336
2583,288151.12
2584,164795.86
2585,176178.4
2586,197525.25
2587,200061.5
2588,161300.38
2589,149833.73
2590,228827.64
2591,220056.88
2592,228239.0
2593,271953.44
2594,181222.62
2595,192826.62
2596,345791.75
2597,186727.08
2598,282887.53
2599,321998.25
2600,164201.69
2601,142384.42
2602,80193.76
2603,88057.98
2604,84734.73
2605,74457.52
2606,145861.97
2607,173089.08
2608,211648.7
2609,165806.7
2610,117337.14
2611,134252.4
2612,148910.44
2613,129590.18
2614,128410.73
2615,154806.14
2616,142453.38
2617,177276.64
2618,182177.5
2619,224911.86
2620,188336.47
2621,180657.06
2622,181540.66
2623,245578.67
2624,276044.9
2625,339082.6
2626,170143.86
2627,179076.58
2628,426273.94
2629,599943.4
2630,350681.6
2631,469067.34
2632,431461.3
2633,323917.06
2634,370021.12
2635,155989.05
2636,183689.62
2637,171212.64
2638,258146.06
2639,184278.55
2640,153980.88
2641,112286.3
2642,192133.69
2643,112142.02
2644,120889.85
2645,97058.73
2646,89619.73
2647,102200.18
2648,139653.05
2649,145531.69
2650,147580.5
2651,144212.1
2652,447542.12
2653,237459.55
2654,246170.52
2655,344130.25
2656,322483.38
2657,337842.28
2658,278734.78
2659,306936.56
2660,336073.3
2661,334895.44
2662,314624.84
2663,276889.88
2664,283401.1
2665,324334.53
2666,294376.06
2667,168373.33
2668,178699.89
2669,178520.22
2670,281217.8
2671,180994.97
2672,178606.92
2673,216648.77
2674,214020.47
2675,163232.7
2676,185116.33
2677,196531.8
2678,255993.72
2679,279708.94
2680,276398.66
2681,420969.6
2682,317129.06
2683,507324.62
2684,311239.16
2685,361088.75
2686,268135.84
2687,349179.7
2688,217305.86
2689,219328.5
2690,493774.78
2691,190136.75
2692,131123.31
2693,192777.56
2694,130220.664
2695,188527.22
2696,181802.94
2697,190215.28
2698,200755.44
2699,172322.67
2700,158925.58
2701,147582.23
2702,113791.81
2703,124335.016
2704,139329.53
2705,114939.58
2706,117650.66
2707,127088.0
2708,136618.05
2709,126595.414
2710,123390.69
2711,306747.22
2712,363388.66
2713,180166.2
2714,147693.77
2715,177096.3
2716,157863.45
2717,183189.48
2718,228570.27
2719,156284.78
2720,159730.06
2721,138414.31
2722,153671.2
2723,142061.72
2724,130836.22
2725,132146.81
2726,142154.77
2727,171307.64
2728,173484.1
2729,147269.38
2730,149394.34
2731,124980.625
2732,119874.36
2733,158436.4
2734,137330.69
2735,134990.88
2736,143047.77
2737,124447.61
2738,126338.83
2739,156900.14
2740,145487.19
2741,145789.14
2742,156078.06
2743,154021.38
2744,152740.25
2745,135437.78
2746,140728.78
2747,158527.48
2748,121507.43
2749,128374.44
2750,142229.92
2751,132067.22
2752,192460.94
2753,159921.56
2754,195894.56
2755,123997.26
2756,101989.6
2757,71548.34
2758,77603.56
2759,163126.1
2760,118523.53
2761,145790.06
2762,148861.23
2763,193943.81
2764,158640.94
2765,273646.7
2766,145738.95
2767,89359.734
2768,124500.6
2769,118742.03
2770,146766.38
2771,119342.69
2772,122130.96
2773,153217.34
2774,138435.45
2775,128618.31
2776,142939.45
2777,150193.89
2778,120106.46
2779,122415.65
2780,108473.71
2781,98561.64
2782,93446.25
2783,101911.016
2784,128501.62
2785,129349.445
2786,79230.91
2787,117388.41
2788,76150.78
2789,198989.06
2790,100195.77
2791,119097.69
2792,65617.61
2793,186702.23
2794,103035.98
2795,124361.67
2796,102279.805
2797,202165.38
2798,122417.95
2799,127211.66
2800,73183.18
2801,109127.414
2802,141438.2
2803,145368.2
2804,138133.3
2805,101861.914
2806,80838.04
2807,146178.56
2808,154643.1
2809,140614.38
2810,136470.8
2811,159693.2
2812,146942.7
2813,138229.48
2814,150355.72
2815,94855.99
2816,264581.16
2817,151240.23
2818,127352.13
2819,173429.05
2820,135642.3
2821,107820.35
2822,205554.52
2823,262655.0
2824,182675.34
2825,143950.81
2826,129959.49
2827,139681.89
2828,217552.11
2829,186082.5
2830,219271.47
2831,176857.34
2832,231927.22
2833,309798.28
2834,206943.97
2835,215328.36
2836,186410.48
2837,155697.12
2838,143327.66
2839,180770.02
2840,196788.67
2841,205594.64
2842,230537.0
2843,158935.33
2844,156275.1
2845,123165.305
2846,214042.12
2847,202382.05
2848,219757.84
2849,208529.88
2850,275917.34
2851,244734.02
2852,215803.23
2853,242813.5
2854,141672.02
2855,199208.77
2856,208655.28
2857,183356.27
2858,198841.36
2859,128716.83
2860,123985.805
2861,122613.48
2862,197341.0
2863,124680.305
2864,253386.28
2865,140036.42
2866,131408.0
2867,92030.72
2868,102385.945
2869,113282.266
2870,139135.5
2871,105632.68
2872,52989.617
2873,101587.7
2874,138364.3
2875,114856.14
2876,151613.31
2877,145467.66
2878,170121.58
2879,143516.36
2880,96845.836
2881,151509.19
2882,178388.81
2883,183622.28
2884,186560.16
2885,213870.42
2886,227697.36
2887,96573.84
2888,126240.03
2889,55015.7
2890,79959.51
2891,130108.19
2892,57295.312
2893,103763.58
2894,49363.312
2895,322063.9
2896,287324.88
2897,220825.84
2898,154790.36
2899,228103.95
2900,162422.19
2901,203689.73
2902,192320.62
2903,361797.72
2904,343219.12
2905,106323.47
2906,195048.69
2907,114258.79
2908,132823.42
2909,138687.1
2910,78848.04
2911,78428.42
2912,149053.02
2913,86394.95
2914,73589.414
2915,79254.336
2916,80866.42
2917,163161.56
2918,116060.29
2919,209326.66
